organism,orgId,carbon_source,media_filename,biomass_flux,status,prediction,missing_compounds,num_missing
Sphingomonas koreensis DSMZ 15582,Korea,D-Alanine,D-Alanine.json,0.0,optimal,0,"cpd00244,cpd00117",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Arabinose,D-Arabinose.json,0.0,optimal,0,"cpd00244,cpd00185",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Fructose,D-Fructose.json,0.0,optimal,0,"cpd00244,cpd00082",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Galactose,D-Galactose.json,0.0,optimal,0,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,D-Galacturonic Acid monohydrate,D-Galacturonic_Acid_monohydrate.json,0.0,optimal,0,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,D-Glucosamine Hydrochloride,D-Glucosamine_Hydrochloride.json,0.0,optimal,0,"cpd00244,cpd00276",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Glucose,D-Glucose.json,0.7667167501936414,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,D-Glucose-6-Phosphate sodium salt,D-Glucose-6-Phosphate_sodium_salt.json,0.0,optimal,0,"cpd00244,cpd00083",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Lysine,D-Lysine.json,0.0,optimal,0,"cpd00244,cpd00549",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Mannitol,D-Mannitol.json,0.0,optimal,0,"cpd00244,cpd00314",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Mannose,D-Mannose.json,0.0,optimal,0,"cpd00244,cpd00138",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Raffinose pentahydrate,D-Raffinose_pentahydrate.json,0.0,optimal,0,"cpd00244,cpd00382",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Ribose,D-Ribose.json,0.0,optimal,0,"cpd00244,cpd00105",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Salicin,D-Salicin.json,0.0,optimal,0,"cpd00244,cpd01030",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Serine,D-Serine.json,0.0,optimal,0,"cpd00244,cpd00550",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Sorbitol,D-Sorbitol.json,0.0,optimal,0,"cpd00244,cpd00588",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Tagatose,D---tagatose.json,0.0,optimal,0,"cpd00244,cpd00589",2
Sphingomonas koreensis DSMZ 15582,Korea,D-Trehalose dihydrate,D-Trehalose_dihydrate.json,0.0,optimal,0,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,D-Xylose,D-Xylose.json,0.0,optimal,0,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Decanoic acid,Decanoic_acid.json,0.0,optimal,0,"cpd00244,cpd01107",2
Sphingomonas koreensis DSMZ 15582,Korea,Disodium Glutarate,Disodium_Glutarate.json,0.0,optimal,0,"cpd00244,cpd00264",2
Sphingomonas koreensis DSMZ 15582,Korea,Ethanol,Ethanol.json,0.2815124990648662,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Ferulic Acid,Ferulic_Acid.json,0.0,optimal,0,"cpd00244,cpd01059",2
Sphingomonas koreensis DSMZ 15582,Korea,Fumaric acid,Fumaric_acid.json,0.383358375096816,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Gly-Glu,Gly-Glu.json,0.0,optimal,0,"cpd00244,cpd11592",2
Sphingomonas koreensis DSMZ 15582,Korea,Glycerol,Glycerol.json,0.0,optimal,0,"cpd00244,cpd00100",2
Sphingomonas koreensis DSMZ 15582,Korea,Glycine,Glycine.json,0.0,optimal,0,"cpd00244,cpd00033",2
Sphingomonas koreensis DSMZ 15582,Korea,Glycolic Acid,Glycolic_Acid.json,0.0,optimal,0,"cpd00244,cpd00139",2
Sphingomonas koreensis DSMZ 15582,Korea,Heptanoic acid,Heptanoic_acid.json,0.0,optimal,0,"cpd00244,cpd15608",2
Sphingomonas koreensis DSMZ 15582,Korea,Hexanoic acid,Hexanoic_acid.json,0.0,optimal,0,"cpd00244,cpd01113",2
Sphingomonas koreensis DSMZ 15582,Korea,Hydroxy-L-Proline,Hydroxy-L-Proline.json,0.0,optimal,0,"cpd00244,cpd00345",2
Sphingomonas koreensis DSMZ 15582,Korea,Inosine,Inosine.json,0.0,optimal,0,"cpd00244,cpd00246",2
Sphingomonas koreensis DSMZ 15582,Korea,Isomaltose,Isomaltose.json,0.0,optimal,0,"cpd00244,cpd00217",2
Sphingomonas koreensis DSMZ 15582,Korea,Itaconic Acid,Itaconic_Acid.json,0.0,optimal,0,"cpd00244,cpd00380",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Alanine,L-Alanine.json,0.0,optimal,0,"cpd00244,cpd00035",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Arabinose,L-Arabinose.json,0.0,optimal,0,"cpd00244,cpd00224",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Arginine,L-Arginine.json,0.0,optimal,0,"cpd00244,cpd00051",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Asparagine,L-Asparagine.json,0.0,optimal,0,"cpd00244,cpd00132",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Aspartic Acid,L-Aspartic_Acid.json,0.38335837509682025,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,L-Citrulline,L-Citrulline.json,0.0,optimal,0,"cpd00244,cpd00274",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Cysteine hydrochloride monohydrate,L-Cysteine_hydrochloride_monohydrate.json,0.0,optimal,0,"cpd00244,cpd00084",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Fucose,L-Fucose.json,0.0,optimal,0,"cpd00244,cpd00751",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Glutamic acid monopotassium salt monohydrate,L-Glutamic_acid_monopotassium_salt_monohydrate.json,0.0,optimal,0,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,L-Glutamine,L-Glutamine.json,0.0,optimal,0,"cpd00244,cpd00053",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Histidine,L-Histidine.json,0.0,optimal,0,"cpd00244,cpd00119",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Isoleucine,L-Isoleucine.json,0.0,optimal,0,"cpd00244,cpd00322",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Leucine,L-Leucine.json,0.0,optimal,0,"cpd00244,cpd00107",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Lysine,L-Lysine.json,0.0,optimal,0,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,L-Malic acid disodium salt monohydrate,L-Malic_acid_disodium_salt_monohydrate.json,0.0,optimal,0,"cpd00244,cpd00130",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Methionine,L-Methionine.json,0.0,optimal,0,"cpd00244,cpd00060",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Ornithine,L-Ornithine.json,0.0,optimal,0,"cpd00244,cpd00064",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Phenylalanine,L-Phenylalanine.json,0.0,optimal,0,"cpd00244,cpd00066",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Serine,L-Serine.json,0.0,optimal,0,"cpd00244,cpd00054",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Sorbose,L-Sorbose.json,0.0,optimal,0,"cpd00244,cpd00212",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Threonine,L-Threonine.json,0.0,optimal,0,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,L-Tryptophan,L-Tryptophan.json,0.0,optimal,0,"cpd00244,cpd00065",2
Sphingomonas koreensis DSMZ 15582,Korea,L-Valine,L-Valine.json,0.0,optimal,0,"cpd00244,cpd00156",2
Sphingomonas koreensis DSMZ 15582,Korea,L-tyrosine disodium salt,L-tyrosine_disodium_salt.json,0.0,optimal,0,"cpd00244,cpd00069",2
Sphingomonas koreensis DSMZ 15582,Korea,Lacto-N-tetraose,Lacto-N-tetraose.json,0.0,optimal,0,"cpd00244,cpd03807",2
Sphingomonas koreensis DSMZ 15582,Korea,Lactulose,Lactulose.json,0.0,optimal,0,"cpd00244,cpd04349",2
Sphingomonas koreensis DSMZ 15582,Korea,Lauric acid,Lauric_acid.json,0.0,optimal,0,"cpd00244,cpd01741",2
Sphingomonas koreensis DSMZ 15582,Korea,Levulinic Acid,Levulinic_Acid.json,0.0,optimal,0,"cpd00244,cpd00219",2
Sphingomonas koreensis DSMZ 15582,Korea,Malonic acid,Malonic_acid.json,0.0,optimal,0,"cpd00244,cpd00308",2
Sphingomonas koreensis DSMZ 15582,Korea,Melibiose,Melibiose.json,0.0,optimal,0,"cpd00244,cpd03198",2
Sphingomonas koreensis DSMZ 15582,Korea,Myristic acid,Myristic_acid.json,0.0,optimal,0,"cpd00244,cpd03847",2
Sphingomonas koreensis DSMZ 15582,Korea,N-Acetyl-D-Glucosamine,N-Acetyl-D-Glucosamine.json,0.0,optimal,0,"cpd00244,cpd00122",2
Sphingomonas koreensis DSMZ 15582,Korea,Nonanoic acid,Nonanoic_acid.json,0.0,optimal,0,"cpd00244,cpd01126",2
Sphingomonas koreensis DSMZ 15582,Korea,Octanoic acid,Octanoic_acid.json,0.0,optimal,0,"cpd00244,cpd03846",2
Sphingomonas koreensis DSMZ 15582,Korea,Oleic acid,Oleic_acid.json,0.0,optimal,0,"cpd00244,cpd00536",2
Sphingomonas koreensis DSMZ 15582,Korea,Phenylacetic acid,Phenylacetic_acid.json,0.0,optimal,0,"cpd00244,cpd00430",2
Sphingomonas koreensis DSMZ 15582,Korea,Pimelic acid,Pimelic_acid.json,0.0,optimal,0,"cpd00244,cpd01727",2
Sphingomonas koreensis DSMZ 15582,Korea,Potassium acetate,Potassium_acetate.json,0.2815124990648713,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Protocatechuic Acid,Protocatechuic_Acid.json,0.0,optimal,0,"cpd00244,cpd00197",2
Sphingomonas koreensis DSMZ 15582,Korea,Putrescine Dihydrochloride,Putrescine_Dihydrochloride.json,0.0,optimal,0,"cpd00244,cpd00118",2
Sphingomonas koreensis DSMZ 15582,Korea,Sebacic acid,Sebacic_acid.json,0.0,optimal,0,"cpd00244,cpd05192",2
Sphingomonas koreensis DSMZ 15582,Korea,Shikimic Acid,Shikimic_Acid.json,0.0,optimal,0,"cpd00244,cpd00383",2
Sphingomonas koreensis DSMZ 15582,Korea,"Sodium D,L-Lactate",Sodium_DL-Lactate.json,0.0,optimal,0,"cpd00244,cpd00159",2
Sphingomonas koreensis DSMZ 15582,Korea,Sodium D-Lactate,Sodium_D-Lactate.json,0.3833583750968173,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Sodium Formate,Sodium_Formate.json,0.14075624953243943,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Sodium Fumarate dibasic,Sodium_Fumarate_dibasic.json,0.3833583750968213,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Sodium L-Lactate,Sodium_L-Lactate.json,0.0,optimal,0,"cpd00244,cpd00159",2
Sphingomonas koreensis DSMZ 15582,Korea,Sodium acetate,Sodium_acetate.json,0.2815124990648849,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Sodium butyrate,Sodium_butyrate.json,0.0,optimal,0,"cpd00244,cpd00211",2
Sphingomonas koreensis DSMZ 15582,Korea,Sodium octanoate,Sodium_octanoate.json,0.0,optimal,0,"cpd00244,cpd03846",2
Sphingomonas koreensis DSMZ 15582,Korea,Sodium pyruvate,Sodium_pyruvate.json,0.3833583750968167,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Sodium succinate dibasic hexahydrate,Sodium_succinate_dibasic_hexahydrate.json,0.3833583750968172,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Succinic Acid,Succinic_Acid.json,0.38335837509681664,optimal,1,cpd00244,1
Sphingomonas koreensis DSMZ 15582,Korea,Thymidine,Thymidine.json,0.0,optimal,0,"cpd00244,cpd00184",2
Sphingomonas koreensis DSMZ 15582,Korea,Trisodium citrate dihydrate,Trisodium_citrate_dihydrate.json,0.0,optimal,0,"cpd00244,cpd00137",2
Sphingomonas koreensis DSMZ 15582,Korea,Uridine,Uridine.json,0.0,optimal,0,"cpd00244,cpd00249",2
Sphingomonas koreensis DSMZ 15582,Korea,Valeric acid,Valeric_acid.json,0.0,optimal,0,"cpd00244,cpd00597",2
Sphingomonas koreensis DSMZ 15582,Korea,Vanillic Acid,Vanillic_Acid.json,0.0,optimal,0,"cpd00244,cpd04073",2
Sphingomonas koreensis DSMZ 15582,Korea,Vanillin,Vanillin.json,0.0,optimal,0,"cpd00244,cpd00561",2
Sphingomonas koreensis DSMZ 15582,Korea,Xylitol,Xylitol.json,0.0,optimal,0,"cpd00244,cpd00306",2
Sphingomonas koreensis DSMZ 15582,Korea,a-Ketoglutaric acid disodium salt hydrate,a-Ketoglutaric_acid_disodium_salt_hydrate.json,0.0,optimal,0,"cpd00244,cpd00024",2
Sphingomonas koreensis DSMZ 15582,Korea,benzoic acid,benzoic_acid.json,0.0,optimal,0,"cpd00244,cpd00153",2
Sphingomonas koreensis DSMZ 15582,Korea,m-Inositol,m-Inositol.json,0.0,optimal,0,"cpd00244,cpd00121",2
Sphingomonas koreensis DSMZ 15582,Korea,p-Coumaric acid,p-Coumaric_acid.json,0.0,optimal,0,"cpd00244,cpd00604",2
Sphingomonas koreensis DSMZ 15582,Korea,palatinose hydrate,palatinose_hydrate.json,0.0,optimal,0,"cpd00244,cpd01200",2
Klebsiella michiganensis M5al,Koxy,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,cpd00453,1
Klebsiella michiganensis M5al,Koxy,"1,3-Butandiol",13-Butandiol.json,0.0,optimal,0,cpd00738,1
Klebsiella michiganensis M5al,Koxy,1-Pentanol,1-Pentanol.json,0.0,optimal,0,cpd16586,1
Klebsiella michiganensis M5al,Koxy,2-Deoxy-D-Ribose,2-Deoxy-D-Ribose.json,0.0,optimal,0,cpd01242,1
Klebsiella michiganensis M5al,Koxy,2-methyl-1-butanol,2-methyl-1-butanol.json,0.0,optimal,0,cpd16873,1
Klebsiella michiganensis M5al,Koxy,3-Methyl-2-Oxobutanoic Acid,3-Methyl-2-Oxobutanoic_Acid.json,0.0,optimal,0,cpd00123,1
Klebsiella michiganensis M5al,Koxy,3-methyl-1-butanol,3-methyl-1-butanol.json,0.0,optimal,0,cpd04533,1
Klebsiella michiganensis M5al,Koxy,3-methyl-2-oxopentanoic acid,3-methyl-2-oxopentanoic_acid.json,0.0,optimal,0,cpd00508,1
Klebsiella michiganensis M5al,Koxy,4-Aminobutyric acid,4-Aminobutyric_acid.json,0.0,optimal,0,cpd00281,1
Klebsiella michiganensis M5al,Koxy,4-Hydroxybenzoic Acid,4-Hydroxybenzoic_Acid.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,4-Methyl-2-oxovaleric acid,4-Methyl-2-oxovaleric_acid.json,0.0,optimal,0,cpd00200,1
Klebsiella michiganensis M5al,Koxy,5-Aminovaleric acid,5-Aminovaleric_acid.json,0.0,optimal,0,cpd00339,1
Klebsiella michiganensis M5al,Koxy,Adenosine,Adenosine.json,0.7138185396721322,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Agro_defined_trehalose,Agro_defined_trehalose.json,1.537179419679069,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Beta-Lactose,Beta-Lactose.json,0.0,optimal,0,cpd01354,1
Klebsiella michiganensis M5al,Koxy,Butanol,Butanol.json,0.0,optimal,0,cpd03662,1
Klebsiella michiganensis M5al,Koxy,Citric Acid,Citric_Acid.json,0.5764422823796337,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Cytidine,Cytidine.json,0.6476164291586695,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,"D,L-Malic Acid",DL-Malic_Acid.json,0.38429485491976795,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Alanine,D-Alanine.json,0.38429485491976745,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Arabinose,D-Arabinose.json,0.0,optimal,0,cpd00185,1
Klebsiella michiganensis M5al,Koxy,D-Fructose,D-Fructose.json,0.7685897098395299,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Galactose,D-Galactose.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,D-Galacturonic Acid monohydrate,D-Galacturonic_Acid_monohydrate.json,0.6404914248662807,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Glucose,D-Glucose.json,0.7685897098395421,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Glucose-6-Phosphate sodium salt,D-Glucose-6-Phosphate_sodium_salt.json,0.0,optimal,0,cpd00083,1
Klebsiella michiganensis M5al,Koxy,D-Lysine,D-Lysine.json,0.0,optimal,0,cpd00549,1
Klebsiella michiganensis M5al,Koxy,D-Mannitol,D-Mannitol.json,0.8326388523261685,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Mannose,D-Mannose.json,0.7685897098395275,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Raffinose pentahydrate,D-Raffinose_pentahydrate.json,0.0,optimal,0,cpd00382,1
Klebsiella michiganensis M5al,Koxy,D-Ribose,D-Ribose.json,0.6404914248662783,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Salicin,D-Salicin.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,D-Serine,D-Serine.json,0.32024571243313904,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Sorbitol,D-Sorbitol.json,0.8326388523261629,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,D-Tagatose,D---tagatose.json,0.0,optimal,0,cpd00589,1
Klebsiella michiganensis M5al,Koxy,D-Trehalose dihydrate,D-Trehalose_dihydrate.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,D-Xylose,D-Xylose.json,0.6404914248662796,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Decanoic acid,Decanoic_acid.json,0.0,optimal,0,cpd01107,1
Klebsiella michiganensis M5al,Koxy,Disodium Glutarate,Disodium_Glutarate.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,Ethanol,Ethanol.json,0.3842948549197579,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Ferulic Acid,Ferulic_Acid.json,0.0,optimal,0,cpd01059,1
Klebsiella michiganensis M5al,Koxy,Fumaric acid,Fumaric_acid.json,0.3842948549197572,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Gly-Glu,Gly-Glu.json,0.0,optimal,0,cpd11592,1
Klebsiella michiganensis M5al,Koxy,Glycerol,Glycerol.json,0.4483439974063939,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Glycine,Glycine.json,0.19214742745987626,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Glycolic Acid,Glycolic_Acid.json,0.0,optimal,0,cpd00139,1
Klebsiella michiganensis M5al,Koxy,Heptanoic acid,Heptanoic_acid.json,0.0,optimal,0,cpd15608,1
Klebsiella michiganensis M5al,Koxy,Hexanoic acid,Hexanoic_acid.json,0.0,optimal,0,cpd01113,1
Klebsiella michiganensis M5al,Koxy,Hydroxy-L-Proline,Hydroxy-L-Proline.json,0.0,optimal,0,cpd00345,1
Klebsiella michiganensis M5al,Koxy,Inosine,Inosine.json,0.7138185396721582,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Isomaltose,Isomaltose.json,0.0,optimal,0,cpd00217,1
Klebsiella michiganensis M5al,Koxy,Itaconic Acid,Itaconic_Acid.json,0.0,optimal,0,cpd00380,1
Klebsiella michiganensis M5al,Koxy,L-Alanine,L-Alanine.json,0.3842948549197646,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Arabinose,L-Arabinose.json,0.640491424866279,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Arginine,L-Arginine.json,0.7045405673528463,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Asparagine,L-Asparagine.json,0.38429485491977117,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Aspartic Acid,L-Aspartic_Acid.json,0.3842948549197673,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Citrulline,L-Citrulline.json,0.0,optimal,0,cpd00274,1
Klebsiella michiganensis M5al,Koxy,L-Cysteine hydrochloride monohydrate,L-Cysteine_hydrochloride_monohydrate.json,0.0,optimal,0,cpd00084,1
Klebsiella michiganensis M5al,Koxy,L-Fucose,L-Fucose.json,0.8326388523261403,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Glutamic acid monopotassium salt monohydrate,L-Glutamic_acid_monopotassium_salt_monohydrate.json,0.5764422823745631,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Glutamine,L-Glutamine.json,0.5764422823796498,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Histidine,L-Histidine.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,L-Isoleucine,L-Isoleucine.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,L-Leucine,L-Leucine.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,L-Lysine,L-Lysine.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,L-Malic acid disodium salt monohydrate,L-Malic_acid_disodium_salt_monohydrate.json,0.3842948549197738,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Methionine,L-Methionine.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,L-Ornithine,L-Ornithine.json,0.7045405673528911,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Phenylalanine,L-Phenylalanine.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,L-Proline,L-Proline.json,0.7045405673529034,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Serine,L-Serine.json,0.3202457124333645,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,L-Sorbose,L-Sorbose.json,0.0,optimal,0,cpd00212,1
Klebsiella michiganensis M5al,Koxy,L-Threonine,L-Threonine.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,L-Tryptophan,L-Tryptophan.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,L-Valine,L-Valine.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,L-tyrosine disodium salt,L-tyrosine_disodium_salt.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,Lacto-N-tetraose,Lacto-N-tetraose.json,0.0,optimal,0,cpd03807,1
Klebsiella michiganensis M5al,Koxy,Lactulose,Lactulose.json,0.0,optimal,0,cpd04349,1
Klebsiella michiganensis M5al,Koxy,Lauric acid,Lauric_acid.json,0.0,optimal,0,cpd01741,1
Klebsiella michiganensis M5al,Koxy,Levulinic Acid,Levulinic_Acid.json,0.0,optimal,0,cpd00219,1
Klebsiella michiganensis M5al,Koxy,Malonic acid,Malonic_acid.json,0.25619656994651246,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Melibiose,Melibiose.json,0.0,optimal,0,cpd03198,1
Klebsiella michiganensis M5al,Koxy,Myristic acid,Myristic_acid.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,N-Acetyl-D-Glucosamine,N-Acetyl-D-Glucosamine.json,0.0,optimal,0,cpd00122,1
Klebsiella michiganensis M5al,Koxy,Nonanoic acid,Nonanoic_acid.json,0.0,optimal,0,cpd01126,1
Klebsiella michiganensis M5al,Koxy,Octanoic acid,Octanoic_acid.json,0.0,optimal,0,cpd03846,1
Klebsiella michiganensis M5al,Koxy,Oleic acid,Oleic_acid.json,0.0,optimal,0,cpd00536,1
Klebsiella michiganensis M5al,Koxy,Phenylacetic acid,Phenylacetic_acid.json,0.0,optimal,0,cpd00430,1
Klebsiella michiganensis M5al,Koxy,Pimelic acid,Pimelic_acid.json,0.0,optimal,0,cpd01727,1
Klebsiella michiganensis M5al,Koxy,Potassium acetate,Potassium_acetate.json,0.25619656994651324,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Protocatechuic Acid,Protocatechuic_Acid.json,0.0,optimal,0,cpd00197,1
Klebsiella michiganensis M5al,Koxy,Putrescine Dihydrochloride,Putrescine_Dihydrochloride.json,0.7045405673529077,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Sebacic acid,Sebacic_acid.json,0.0,optimal,0,cpd05192,1
Klebsiella michiganensis M5al,Koxy,Shikimic Acid,Shikimic_Acid.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,"Sodium D,L-Lactate",Sodium_DL-Lactate.json,0.38429485491976956,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Sodium D-Lactate,Sodium_D-Lactate.json,0.38429485491976806,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Sodium Formate,Sodium_Formate.json,0.06404914248662866,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Sodium L-Lactate,Sodium_L-Lactate.json,0.3842948549197666,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Sodium acetate,Sodium_acetate.json,0.2561965699467191,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Sodium adipate,Sodium_adipate.json,0.0,optimal,0,cpd03642,1
Klebsiella michiganensis M5al,Koxy,Sodium butyrate,Sodium_butyrate.json,0.0,optimal,0,cpd00211,1
Klebsiella michiganensis M5al,Koxy,Sodium octanoate,Sodium_octanoate.json,0.0,optimal,0,cpd03846,1
Klebsiella michiganensis M5al,Koxy,Sodium propionate,Sodium_propionate.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,Sodium pyruvate,Sodium_pyruvate.json,0.3202457124331361,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Sodium succinate dibasic hexahydrate,Sodium_succinate_dibasic_hexahydrate.json,0.44834399740639136,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Succinic Acid,Succinic_Acid.json,0.44834399740639413,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Thymidine,Thymidine.json,0.7049946950692475,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Trisodium citrate dihydrate,Trisodium_citrate_dihydrate.json,0.5764422823796543,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Uridine,Uridine.json,0.6476164291586819,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,Valeric acid,Valeric_acid.json,0.0,optimal,0,cpd00597,1
Klebsiella michiganensis M5al,Koxy,Vanillic Acid,Vanillic_Acid.json,0.0,optimal,0,cpd04073,1
Klebsiella michiganensis M5al,Koxy,Vanillin,Vanillin.json,0.0,optimal,0,cpd00561,1
Klebsiella michiganensis M5al,Koxy,Xylitol,Xylitol.json,0.0,optimal,0,cpd00306,1
Klebsiella michiganensis M5al,Koxy,a-Ketoglutaric acid disodium salt hydrate,a-Ketoglutaric_acid_disodium_salt_hydrate.json,0.512393139893025,optimal,1,,0
Klebsiella michiganensis M5al,Koxy,benzoic acid,benzoic_acid.json,0.0,optimal,0,cpd00153,1
Klebsiella michiganensis M5al,Koxy,m-Inositol,m-Inositol.json,0.0,optimal,0,,0
Klebsiella michiganensis M5al,Koxy,p-Coumaric acid,p-Coumaric_acid.json,0.0,optimal,0,cpd00604,1
Klebsiella michiganensis M5al,Koxy,palatinose hydrate,palatinose_hydrate.json,0.0,optimal,0,cpd01200,1
Lysobacter sp. OAE881,Lysobacter_OAE881,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,"cpd00244,cpd00453",2
