organism,orgId,carbon_source,error
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Aspartic Acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Citrulline,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Fucose,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Glutamine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Histidine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Isoleucine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Leucine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Lysine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Methionine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Ornithine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Phenylalanine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Proline,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Serine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Sorbose,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Threonine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Tryptophan,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-Valine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,L-tyrosine disodium salt,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Lacto-N-tetraose,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Lactulose,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Lauric acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Levulinic Acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Malonic acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Melibiose,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Myristic acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Nonanoic acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Octanoic acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Oleic acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Phenylacetic acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Pimelic acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Potassium acetate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Protocatechuic Acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Putrescine Dihydrochloride,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sebacic acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Shikimic Acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,"Sodium D,L-Lactate",FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium D-Lactate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium Formate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium Fumarate dibasic,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium L-Lactate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium acetate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium adipate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium butyrate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium octanoate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium propionate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium pyruvate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Sodium succinate dibasic hexahydrate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Succinic Acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Thymidine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Trisodium citrate dihydrate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Uridine,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Valeric acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Vanillic Acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Vanillin,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,Xylitol,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,a-Ketoglutaric acid disodium salt hydrate,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,benzoic acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,m-Inositol,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,p-Coumaric acid,FBA error: 'cpd00007'
Paraburkholderia bryophila 376MFSha3.1,Burk376,palatinose hydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,"1,2-Propanediol",FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,"1,3-Butandiol",FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,1-Pentanol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,2-Deoxy-D-Ribose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,2-methyl-1-butanol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,3-methyl-1-butanol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,4-Aminobutyric acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,5-Aminovaleric acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Adenosine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Agro_defined_trehalose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Beta-Lactose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Butanol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Citric Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Cytidine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,"D,L-Malic Acid",FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Alanine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Arabinose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Fructose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Galactose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Galacturonic Acid monohydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Glucosamine Hydrochloride,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Glucose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Glucose-6-Phosphate sodium salt,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Lysine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Mannitol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Mannose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Raffinose pentahydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Ribose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Salicin,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Serine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Sorbitol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Tagatose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Trehalose dihydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,D-Xylose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Decanoic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Disodium Glutarate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Ethanol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Ferulic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Fumaric acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Gly-Glu,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Glycerol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Glycine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Glycolic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Heptanoic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Hexanoic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Hydroxy-L-Proline,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Inosine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Isomaltose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Itaconic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Alanine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Arabinose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Arginine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Asparagine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Aspartic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Citrulline,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Fucose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Glutamine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Histidine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Isoleucine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Leucine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Lysine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Methionine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Ornithine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Phenylalanine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Proline,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Serine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Sorbose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Threonine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Tryptophan,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-Valine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,L-tyrosine disodium salt,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Lacto-N-tetraose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Lactulose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Lauric acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Levulinic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Malonic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Melibiose,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Myristic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Nonanoic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Octanoic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Oleic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Phenylacetic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Pimelic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Potassium acetate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Protocatechuic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Putrescine Dihydrochloride,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sebacic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Shikimic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,"Sodium D,L-Lactate",FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium D-Lactate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium Formate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium Fumarate dibasic,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium L-Lactate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium acetate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium adipate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium butyrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium octanoate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium propionate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium pyruvate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Sodium succinate dibasic hexahydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Succinic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Thymidine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Trisodium citrate dihydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Uridine,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Valeric acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Vanillic Acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Vanillin,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,Xylitol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,a-Ketoglutaric acid disodium salt hydrate,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,benzoic acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,m-Inositol,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,p-Coumaric acid,FBA error: 'cpd00007'
Paraburkholderia graminis OAS925,Burkholderia_OAS925,palatinose hydrate,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,"1,2-Propanediol",FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,"1,3-Butandiol",FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,1-Pentanol,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,2-Deoxy-D-Ribose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,2-methyl-1-butanol,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,3-methyl-1-butanol,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,4-Aminobutyric acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,5-Aminovaleric acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Adenosine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Agro_defined_trehalose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Beta-Lactose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Butanol,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Citric Acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Cytidine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,"D,L-Malic Acid",FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Alanine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Arabinose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Fructose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Galactose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Galacturonic Acid monohydrate,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Glucosamine Hydrochloride,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Glucose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Glucose-6-Phosphate sodium salt,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Lysine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Mannitol,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Mannose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Raffinose pentahydrate,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Ribose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Salicin,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Serine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Sorbitol,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Tagatose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Trehalose dihydrate,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,D-Xylose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Decanoic acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Disodium Glutarate,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Ethanol,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Ferulic Acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Fumaric acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Gly-Glu,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Glycerol,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Glycine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Glycolic Acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Heptanoic acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Hexanoic acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Hydroxy-L-Proline,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Inosine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Isomaltose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Itaconic Acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Alanine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Arabinose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Arginine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Asparagine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Aspartic Acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Citrulline,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Fucose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Glutamine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Histidine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Isoleucine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Leucine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Lysine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Methionine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Ornithine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Phenylalanine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Proline,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Serine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Sorbose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Threonine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Tryptophan,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-Valine,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,L-tyrosine disodium salt,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Lacto-N-tetraose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Lactulose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Lauric acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Levulinic Acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Malonic acid,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Melibiose,FBA error: 'cpd00007'
Pedobacter sp. GW460-11-11-14-LB5,Pedo557,Myristic acid,FBA error: 'cpd00007'
